generator	BR (F/B)	BR (R/L)	FR	estimated	actual
F2 U2 F2 R2 U2 F2 R2 U2 F2 D2	2	4	2	8	10
F2 U2 F2 R2 U2 F2 R2 U2 B2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 R2 U2 B2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 R2 U2 B2 U2	2	4	2	8	10
F2 U2 F2 R2 U2 F2 R2 U2 B2 D2	2	4	2	8	10
F2 U2 F2 R2 U2 F2 R2 U2 R2 U2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 R2 U2 R2 D2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 R2 U2 L2 U2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 R2 U2 L2 D2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 R2 D2 F2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 R2 D2 F2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 R2 D2 B2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 R2 D2 B2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 L2 F2 R2 F2	3	1	2	6	10
F2 U2 F2 R2 U2 F2 L2 F2 R2 B2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 L2 F2 R2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 F2 L2 F2 R2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 F2 L2 F2 L2 F2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 L2 F2 L2 B2	3	1	2	6	10
F2 U2 F2 R2 U2 F2 L2 F2 L2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 F2 L2 F2 L2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 F2 L2 F2 U2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 F2 L2 F2 U2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 F2 L2 F2 D2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 F2 L2 F2 D2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 F2 L2 B2 R2 F2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 L2 B2 R2 B2	3	1	2	6	10
F2 U2 F2 R2 U2 F2 L2 B2 R2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 F2 L2 B2 R2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 F2 L2 B2 L2 F2	3	1	2	6	10
F2 U2 F2 R2 U2 F2 L2 B2 L2 B2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 L2 B2 L2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 F2 L2 B2 L2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 F2 L2 B2 U2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 F2 L2 B2 U2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 F2 L2 B2 D2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 F2 L2 B2 D2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 F2 L2 U2 F2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 L2 U2 F2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 L2 U2 F2 U2	2	4	2	8	10
F2 U2 F2 R2 U2 F2 L2 U2 F2 D2	2	4	2	8	10
F2 U2 F2 R2 U2 F2 L2 U2 B2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 L2 U2 B2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 L2 U2 B2 U2	2	4	2	8	10
F2 U2 F2 R2 U2 F2 L2 U2 B2 D2	2	4	2	8	10
F2 U2 F2 R2 U2 F2 L2 U2 R2 U2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 L2 U2 R2 D2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 L2 U2 L2 U2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 L2 U2 L2 D2	3	3	2	8	10
F2 U2 F2 R2 U2 F2 L2 D2 F2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 L2 D2 F2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 L2 D2 B2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 F2 L2 D2 B2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 R2 F2 R2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 R2 F2 R2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 R2 F2 L2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 R2 F2 L2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 R2 F2 U2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 R2 F2 U2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 R2 F2 D2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 R2 F2 D2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 R2 B2 R2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 R2 B2 R2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 R2 B2 L2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 R2 B2 L2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 R2 B2 U2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 R2 B2 U2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 R2 B2 D2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 R2 B2 D2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 R2 U2 F2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 R2 U2 F2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 R2 U2 F2 U2	2	4	2	8	10
F2 U2 F2 R2 U2 B2 R2 U2 F2 D2	2	4	2	8	10
F2 U2 F2 R2 U2 B2 R2 U2 B2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 R2 U2 B2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 R2 U2 B2 U2	2	4	2	8	10
F2 U2 F2 R2 U2 B2 R2 U2 B2 D2	2	4	2	8	10
F2 U2 F2 R2 U2 B2 R2 U2 R2 U2	3	3	2	8	10
F2 U2 F2 R2 U2 B2 R2 U2 R2 D2	3	3	2	8	10
F2 U2 F2 R2 U2 B2 R2 U2 L2 U2	3	3	2	8	10
F2 U2 F2 R2 U2 B2 R2 U2 L2 D2	3	3	2	8	10
F2 U2 F2 R2 U2 B2 R2 D2 F2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 R2 D2 F2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 R2 D2 B2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 R2 D2 B2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 L2 F2 R2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 L2 F2 R2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 L2 F2 L2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 L2 F2 L2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 L2 F2 U2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 L2 F2 U2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 L2 F2 D2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 L2 F2 D2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 L2 B2 R2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 L2 B2 R2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 L2 B2 L2 U2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 L2 B2 L2 D2	3	2	3	8	10
F2 U2 F2 R2 U2 B2 L2 B2 U2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 L2 B2 U2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 L2 B2 D2 F2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 L2 B2 D2 B2	2	3	3	8	10
F2 U2 F2 R2 U2 B2 L2 U2 F2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 L2 U2 F2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 L2 U2 F2 U2	2	4	2	8	10
F2 U2 F2 R2 U2 B2 L2 U2 F2 D2	2	4	2	8	10
F2 U2 F2 R2 U2 B2 L2 U2 B2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 L2 U2 B2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 L2 U2 B2 U2	2	4	2	8	10
F2 U2 F2 R2 U2 B2 L2 U2 B2 D2	2	4	2	8	10
F2 U2 F2 R2 U2 B2 L2 U2 R2 U2	3	3	2	8	10
F2 U2 F2 R2 U2 B2 L2 U2 R2 D2	3	3	2	8	10
F2 U2 F2 R2 U2 B2 L2 U2 L2 U2	3	3	2	8	10
F2 U2 F2 R2 U2 B2 L2 U2 L2 D2	3	3	2	8	10
F2 U2 F2 R2 U2 B2 L2 D2 F2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 L2 D2 F2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 L2 D2 B2 R2	3	4	3	10	10
F2 U2 F2 R2 U2 B2 L2 D2 B2 L2	3	4	3	10	10
F2 U2 F2 R2 U2 R2 F2 R2 L2 U2	2	1	3	6	10
F2 U2 F2 R2 U2 R2 F2 R2 L2 D2	2	1	3	6	10
F2 U2 F2 R2 U2 R2 F2 R2 U2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 F2 R2 U2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 F2 R2 D2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 F2 R2 D2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 F2 L2 U2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 F2 L2 U2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 F2 L2 D2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 F2 L2 D2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 R2 L2 U2	2	3	3	8	10
F2 U2 F2 R2 U2 R2 B2 R2 L2 D2	2	3	3	8	10
F2 U2 F2 R2 U2 R2 B2 R2 U2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 R2 U2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 R2 U2 R2	4	3	3	10	10
F2 U2 F2 R2 U2 R2 B2 R2 U2 L2	4	3	3	10	10
F2 U2 F2 R2 U2 R2 B2 R2 D2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 R2 D2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 R2 D2 R2	4	3	3	10	10
F2 U2 F2 R2 U2 R2 B2 R2 D2 L2	4	3	3	10	10
F2 U2 F2 R2 U2 R2 B2 L2 U2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 L2 U2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 L2 U2 R2	4	3	3	10	10
F2 U2 F2 R2 U2 R2 B2 L2 U2 L2	4	3	3	10	10
F2 U2 F2 R2 U2 R2 B2 L2 D2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 L2 D2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 R2 B2 L2 D2 R2	4	3	3	10	10
F2 U2 F2 R2 U2 R2 B2 L2 D2 L2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 F2 R2 L2 U2	2	3	3	8	10
F2 U2 F2 R2 U2 L2 F2 R2 L2 D2	2	3	3	8	10
F2 U2 F2 R2 U2 L2 F2 R2 U2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 F2 R2 U2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 F2 R2 U2 R2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 F2 R2 U2 L2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 F2 R2 D2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 F2 R2 D2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 F2 R2 D2 R2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 F2 R2 D2 L2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 F2 L2 U2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 F2 L2 U2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 F2 L2 U2 R2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 F2 L2 U2 L2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 F2 L2 D2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 F2 L2 D2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 F2 L2 D2 R2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 F2 L2 D2 L2	4	3	3	10	10
F2 U2 F2 R2 U2 L2 B2 R2 L2 U2	2	1	3	6	10
F2 U2 F2 R2 U2 L2 B2 R2 L2 D2	2	1	3	6	10
F2 U2 F2 R2 U2 L2 B2 R2 U2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 B2 R2 U2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 B2 R2 D2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 B2 R2 D2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 B2 L2 U2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 B2 L2 U2 B2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 B2 L2 D2 F2	3	2	3	8	10
F2 U2 F2 R2 U2 L2 B2 L2 D2 B2	3	2	3	8	10
F2 U2 F2 R2 D2 F2 R2 F2 R2 F2	3	3	2	8	10
F2 U2 F2 R2 D2 F2 R2 F2 R2 B2	3	1	2	6	10
F2 U2 F2 R2 D2 F2 R2 F2 L2 F2	3	1	2	6	10
F2 U2 F2 R2 D2 F2 R2 F2 L2 B2	3	3	2	8	10
F2 U2 F2 R2 D2 F2 R2 B2 R2 F2	3	1	2	6	10
F2 U2 F2 R2 D2 F2 R2 B2 R2 B2	3	3	2	8	10
F2 U2 F2 R2 D2 F2 R2 B2 L2 F2	3	3	2	8	10
F2 U2 F2 R2 D2 F2 R2 B2 L2 B2	3	1	2	6	10
F2 U2 F2 R2 D2 F2 L2 F2 R2 F2	3	3	2	8	10
F2 U2 F2 R2 D2 F2 L2 F2 R2 B2	3	1	2	6	10
F2 U2 F2 R2 D2 F2 L2 F2 L2 F2	3	1	2	6	10
F2 U2 F2 R2 D2 F2 L2 F2 L2 B2	3	3	2	8	10
F2 U2 F2 R2 D2 F2 L2 B2 R2 F2	3	1	2	6	10
F2 U2 F2 R2 D2 F2 L2 B2 R2 B2	3	3	2	8	10
F2 U2 F2 R2 D2 F2 L2 B2 L2 F2	3	3	2	8	10
F2 U2 F2 R2 D2 F2 L2 B2 L2 B2	3	1	2	6	10
F2 U2 F2 L2 F2 B2 U2 R2 F2 U2	2	3	3	8	10
F2 U2 F2 L2 F2 B2 U2 R2 F2 D2	2	3	3	8	10
F2 U2 F2 L2 F2 B2 U2 R2 B2 U2	2	1	3	6	10
F2 U2 F2 L2 F2 B2 U2 R2 B2 D2	2	1	3	6	10
F2 U2 F2 L2 F2 B2 U2 L2 F2 U2	2	1	3	6	10
F2 U2 F2 L2 F2 B2 U2 L2 F2 D2	2	1	3	6	10
F2 U2 F2 L2 F2 B2 U2 L2 B2 U2	2	3	3	8	10
F2 U2 F2 L2 F2 B2 U2 L2 B2 D2	2	3	3	8	10
F2 U2 F2 L2 F2 R2 F2 U2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 F2 U2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 F2 U2 R2 U2	3	4	3	10	10
F2 U2 F2 L2 F2 R2 F2 U2 R2 D2	3	4	3	10	10
F2 U2 F2 L2 F2 R2 F2 U2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 F2 U2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 F2 U2 L2 U2	3	4	3	10	10
F2 U2 F2 L2 F2 R2 F2 U2 L2 D2	3	4	3	10	10
F2 U2 F2 L2 F2 R2 F2 D2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 F2 D2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 F2 D2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 F2 D2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 B2 U2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 B2 U2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 B2 U2 R2 U2	3	4	3	10	10
F2 U2 F2 L2 F2 R2 B2 U2 R2 D2	3	4	3	10	10
F2 U2 F2 L2 F2 R2 B2 U2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 B2 U2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 B2 U2 L2 U2	3	4	3	10	10
F2 U2 F2 L2 F2 R2 B2 U2 L2 D2	3	4	3	10	10
F2 U2 F2 L2 F2 R2 B2 D2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 B2 D2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 B2 D2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 R2 B2 D2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 F2 U2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 F2 U2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 F2 U2 R2 U2	3	4	3	10	10
F2 U2 F2 L2 F2 L2 F2 U2 R2 D2	3	4	3	10	10
F2 U2 F2 L2 F2 L2 F2 U2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 F2 U2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 F2 U2 L2 U2	3	4	3	10	10
F2 U2 F2 L2 F2 L2 F2 U2 L2 D2	3	4	3	10	10
F2 U2 F2 L2 F2 L2 F2 D2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 F2 D2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 F2 D2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 F2 D2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 B2 U2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 B2 U2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 B2 U2 R2 U2	3	4	3	10	10
F2 U2 F2 L2 F2 L2 B2 U2 R2 D2	3	4	3	10	10
F2 U2 F2 L2 F2 L2 B2 U2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 B2 U2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 B2 U2 L2 U2	3	4	3	10	10
F2 U2 F2 L2 F2 L2 B2 U2 L2 D2	3	4	3	10	10
F2 U2 F2 L2 F2 L2 B2 D2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 B2 D2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 B2 D2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 F2 L2 B2 D2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 F2 U2 R2 F2 U2 R2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 F2 U2 L2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 F2 D2 R2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 F2 D2 L2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 B2 U2 R2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 B2 U2 L2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 B2 D2 R2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 B2 D2 L2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 U2 R2 F2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 U2 R2 B2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 U2 L2 F2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 U2 L2 B2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 D2 R2 F2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 D2 R2 B2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 D2 L2 F2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 R2 D2 L2 B2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 F2 U2 R2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 F2 U2 L2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 F2 D2 R2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 F2 D2 L2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 B2 U2 R2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 B2 U2 L2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 B2 D2 R2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 B2 D2 L2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 U2 R2 F2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 U2 R2 B2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 U2 L2 F2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 U2 L2 B2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 D2 R2 F2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 D2 R2 B2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 D2 L2 F2	3	4	3	10	10
F2 U2 F2 L2 F2 U2 L2 D2 L2 B2	3	4	3	10	10
F2 U2 F2 L2 B2 R2 F2 U2 R2 U2	3	4	3	10	10
F2 U2 F2 L2 B2 R2 F2 U2 R2 D2	3	4	3	10	10
F2 U2 F2 L2 B2 R2 F2 U2 L2 U2	3	4	3	10	10
F2 U2 F2 L2 B2 R2 F2 U2 L2 D2	3	4	3	10	10
F2 U2 F2 L2 B2 R2 B2 U2 R2 U2	3	4	3	10	10
F2 U2 F2 L2 B2 R2 B2 U2 R2 D2	3	4	3	10	10
F2 U2 F2 L2 B2 R2 B2 U2 L2 U2	3	4	3	10	10
F2 U2 F2 L2 B2 R2 B2 U2 L2 D2	3	4	3	10	10
F2 U2 F2 L2 B2 L2 F2 U2 R2 U2	3	4	3	10	10
F2 U2 F2 L2 B2 L2 F2 U2 R2 D2	3	4	3	10	10
F2 U2 F2 L2 B2 L2 F2 U2 L2 U2	3	4	3	10	10
F2 U2 F2 L2 B2 L2 F2 U2 L2 D2	3	4	3	10	10
F2 U2 F2 L2 B2 L2 B2 U2 R2 U2	3	4	3	10	10
F2 U2 F2 L2 B2 L2 B2 U2 R2 D2	3	4	3	10	10
F2 U2 F2 L2 B2 L2 B2 U2 L2 U2	3	4	3	10	10
F2 U2 F2 L2 B2 L2 B2 U2 L2 D2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 F2 U2 R2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 F2 U2 L2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 F2 D2 R2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 F2 D2 L2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 B2 U2 R2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 B2 U2 L2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 B2 D2 R2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 B2 D2 L2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 U2 R2 F2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 U2 R2 B2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 U2 L2 F2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 U2 L2 B2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 D2 R2 F2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 D2 R2 B2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 D2 L2 F2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 R2 D2 L2 B2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 F2 U2 R2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 F2 U2 L2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 F2 D2 R2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 F2 D2 L2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 B2 U2 R2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 B2 U2 L2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 B2 D2 R2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 B2 D2 L2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 U2 R2 F2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 U2 R2 B2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 U2 L2 F2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 U2 L2 B2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 D2 R2 F2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 D2 R2 B2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 D2 L2 F2	3	4	3	10	10
F2 U2 F2 L2 B2 U2 L2 D2 L2 B2	3	4	3	10	10
F2 U2 F2 L2 U2 F2 R2 F2 R2 F2	3	3	2	8	10
F2 U2 F2 L2 U2 F2 R2 F2 R2 B2	3	1	2	6	10
F2 U2 F2 L2 U2 F2 R2 F2 R2 U2	3	2	3	8	10
F2 U2 F2 L2 U2 F2 R2 F2 R2 D2	3	2	3	8	10
F2 U2 F2 L2 U2 F2 R2 F2 L2 F2	3	1	2	6	10
F2 U2 F2 L2 U2 F2 R2 F2 L2 B2	3	3	2	8	10
F2 U2 F2 L2 U2 F2 R2 F2 L2 U2	3	2	3	8	10
F2 U2 F2 L2 U2 F2 R2 F2 L2 D2	3	2	3	8	10
F2 U2 F2 L2 U2 F2 R2 F2 U2 F2	2	3	3	8	10
F2 U2 F2 L2 U2 F2 R2 F2 U2 B2	2	3	3	8	10
F2 U2 F2 L2 U2 F2 R2 F2 D2 F2	2	3	3	8	10
F2 U2 F2 L2 U2 F2 R2 F2 D2 B2	2	3	3	8	10
F2 U2 F2 L2 U2 F2 R2 B2 R2 F2	3	1	2	6	10
F2 U2 F2 L2 U2 F2 R2 B2 R2 B2	3	3	2	8	10
F2 U2 F2 L2 U2 F2 R2 B2 R2 U2	3	2	3	8	10
F2 U2 F2 L2 U2 F2 R2 B2 R2 D2	3	2	3	8	10
F2 U2 F2 L2 U2 F2 R2 B2 L2 F2	3	3	2	8	10
F2 U2 F2 L2 U2 F2 R2 B2 L2 B2	3	1	2	6	10
F2 U2 F2 L2 U2 F2 R2 B2 L2 U2	3	2	3	8	10
F2 U2 F2 L2 U2 F2 R2 B2 L2 D2	3	2	3	8	10
F2 U2 F2 L2 U2 F2 R2 B2 U2 F2	2	3	3	8	10
F2 U2 F2 L2 U2 F2 R2 B2 U2 B2	2	3	3	8	10
F2 U2 F2 L2 U2 F2 R2 B2 D2 F2	2	3	3	8	10
F2 U2 F2 L2 U2 F2 R2 B2 D2 B2	2	3	3	8	10
